,team,season,Opponent,result,home score,away score,AGI,KAGI,Chance create,Total shots,Acc. Shots,Ball possession,Offence CBP,Pass CBP,Capture P,Defence P,Shots on target,Shots by PK,Passes,Acc. passes,Crosses,Acc. Crosses,Direct FK,Indirect FK,CK,throw-ins,Acc. throw-ins,Dribbles,Acc. Dribbles,Tackles,Acc. Tackles,Clearances,Interceptions,Offsides,Yellow cards,Red cards,Entries of 30m line,Entries of Penalty area,Total running distance,Sprints,Attack times
83,ka-f,2017,神戸,0,5,0,46,51,14.9,17,29.4,56.5,24.49,19.33,84.81,13.15,8,0,749,88.4,16,43.8,10,4,5,21,95.2,10,40.0,21,85.7,21,3,2,0,0,45,25,111397,170,114
84,ka-f,2017,浦和,0,4,1,48,51,12.1,12,33.3,48.8,21.94,18.87,78.83,13.52,6,1,628,87.6,9,33.3,8,0,2,16,100.0,7,71.4,21,71.4,14,2,1,1,0,42,16,107106,163,99
85,ka-f,2017,鳥栖,0,3,2,51,46,11.9,13,23.1,61.0,22.70,20.24,69.90,9.97,5,0,705,88.1,15,20.0,11,0,8,23,95.7,7,57.1,17,70.6,22,3,3,2,0,53,17,107106,140,109
86,ka-f,2017,磐田,2,2,5,64,60,23.6,29,6.9,70.2,32.68,29.71,76.46,8.56,9,0,853,87.9,17,23.5,12,2,11,20,100.0,4,50.0,13,61.5,5,1,0,2,0,81,21,104268,100,123
87,ka-f,2017,FC東京,1,1,1,52,56,20.7,24,4.2,65.9,22.86,20.15,83.85,7.44,4,0,759,87.9,14,14.3,11,4,7,18,94.4,8,75.0,10,90.0,9,2,0,1,0,61,21,107022,136,116
88,ka-f,2017,新潟,0,2,0,54,39,9.6,11,18.2,58.6,21.28,17.52,65.72,15.44,3,0,632,87.2,11,36.4,7,2,6,17,100.0,14,42.9,25,68.0,33,3,0,0,0,49,21,107022,141,114
89,ka-f,2017,鹿島,0,3,1,64,49,15.5,18,11.1,52.4,21.65,18.46,95.25,12.22,7,0,550,84.4,8,12.5,12,4,9,15,93.3,18,61.1,17,76.5,24,4,3,1,0,63,27,105676,171,116
90,ka-f,2017,札幌,0,2,1,59,54,15.7,16,12.5,60.6,30.82,26.56,78.36,15.02,7,0,751,88.3,15,40.0,9,3,3,9,88.9,7,42.9,16,62.5,20,2,3,4,0,61,20,104507,148,102
91,ka-f,2017,甲府,1,2,2,56,45,8.7,9,22.2,61.0,24.93,22.43,70.70,9.34,6,1,776,87.1,21,9.5,6,1,3,23,95.7,15,53.3,12,83.3,21,1,3,1,0,62,19,104507,142,104
92,ka-f,2017,横浜FM,0,3,0,57,55,10.6,12,25.0,51.7,20.14,17.11,95.00,16.23,6,0,594,88.0,8,25.0,15,1,7,18,100.0,12,50.0,25,88.0,35,3,0,0,0,41,12,106971,152,113
93,ka-f,2017,清水,0,3,0,52,50,14.2,17,17.6,61.9,23.08,17.57,72.55,18.44,7,0,713,87.9,15,46.7,9,4,6,22,100.0,11,54.5,19,84.2,38,2,3,0,0,45,22,106971,151,120
94,ka-f,2017,神戸,1,0,0,54,48,7.6,9,0.0,56.2,17.32,15.03,86.46,14.69,3,0,551,82.2,13,7.7,17,2,5,20,90.0,15,66.7,11,81.8,32,1,3,2,0,51,17,106971,124,119
95,ka-f,2017,Ｃ大阪,0,5,1,65,45,12.8,14,35.7,55.8,23.28,20.42,99.59,14.06,8,0,646,82.7,12,16.7,4,2,7,20,95.0,15,33.3,27,88.9,21,0,8,0,0,53,26,112439,153,109
96,ka-f,2017,仙台,0,3,2,61,48,11.5,15,20.0,44.9,19.95,15.77,100.90,13.88,6,0,470,80.0,11,27.3,9,4,8,20,95.0,15,40.0,11,81.8,23,4,1,4,1,47,17,111753,160,131
97,ka-f,2017,広島,0,3,0,55,42,14.9,18,16.7,44.4,16.67,13.42,79.10,22.73,10,0,440,75.7,10,40.0,14,2,6,19,100.0,14,35.7,28,82.1,32,4,6,2,0,44,14,111753,144,121
98,ka-f,2017,柏,1,2,2,55,44,8.6,16,12.5,52.4,16.32,11.50,125.88,27.77,7,0,388,47.4,19,31.6,12,2,0,55,76.4,14,42.9,34,85.3,50,2,2,2,0,32,15,111753,137,187
99,ka-f,2017,Ｇ大阪,0,1,0,67,64,23.2,29,3.4,61.9,28.90,23.80,109.63,11.02,8,0,739,85.1,19,31.6,13,2,11,16,100.0,17,41.2,20,85.0,17,4,2,0,0,70,29,107147,144,125
100,ka-f,2017,浦和,0,1,0,36,42,6.8,7,14.3,44.6,11.47,9.54,82.55,17.81,2,0,504,81.2,10,20.0,13,4,1,14,92.9,10,40.0,15,93.3,33,1,1,2,0,29,7,107147,144,103
101,ka-f,2017,大宮,0,5,0,57,50,12.1,15,33.3,52.8,23.41,19.48,83.24,13.45,7,1,607,84.2,14,35.7,14,2,6,22,100.0,10,40.0,22,63.6,25,2,2,0,0,53,19,113498,158,124
102,ka-f,2018,磐田,0,3,0,49,49,9.8,11,27.3,52.6,16.38,14.86,103.02,16.30,7,0,570,82.3,5,20.0,12,0,3,20,85.0,9,33.3,26,80.8,39,3,4,2,0,34,15,113498,181,112
103,ka-f,2018,湘南,1,1,1,63,50,16.7,21,4.8,58.3,22.40,17.77,108.59,13.42,6,0,626,82.4,19,31.6,10,6,7,23,87.0,15,33.3,13,76.9,20,2,4,1,0,56,22,110812,151,126
104,ka-f,2018,Ｇ大阪,0,2,0,48,58,13.9,16,12.5,57.5,25.65,23.18,102.68,12.89,7,0,804,88.4,11,18.2,10,4,4,20,100.0,11,63.6,28,85.7,15,2,2,2,0,65,12,114695,176,115
105,ka-f,2018,名古屋,0,1,0,55,61,9.3,11,9.1,51.7,20.63,19.20,130.23,11.54,4,0,666,84.7,11,9.1,12,0,5,14,100.0,8,37.5,29,86.2,25,5,7,0,0,50,21,114695,157,118
